Name,Tier,Size,Family,Series,vCPUs,MemoryGB,Generation,Architecture
Standard_B32as_v2,Standard,B32as_v2,Burstable,Basv2,32,128,2,AMD
Standard_B32ls_v2,Standard,B32ls_v2,Burstable,Bsv2,32,64,2,Intel
Standard_B32s_v2,Standard,B32s_v2,Burstable,Bsv2,32,128,2,Intel
Standard_D32ads_v5,Standard,D32ads_v5,GeneralPurpose,DADSv5,32,128,5,AMD
Standard_D32ads_v6,Standard,D32ads_v6,GeneralPurpose,Dadv6,32,128,6,AMD
Standard_D32ads_v7,Standard,D32ads_v7,GeneralPurpose,Dadsv7,32,128,7,AMD
Standard_D32alds_v6,Standard,D32alds_v6,GeneralPurpose,Daldv6,32,64,6,AMD
Standard_D32alds_v7,Standard,D32alds_v7,GeneralPurpose,Daldsv7,32,64,7,AMD
Standard_D32als_v6,Standard,D32als_v6,GeneralPurpose,Dalv6,32,64,6,AMD
Standard_D32als_v7,Standard,D32als_v7,GeneralPurpose,Dalsv7,32,64,7,AMD
Standard_D32as_v4,Standard,D32as_v4,GeneralPurpose,DASv4,32,128,4,AMD
Standard_D32as_v5,Standard,D32as_v5,GeneralPurpose,DASv5,32,128,5,AMD
Standard_D32as_v6,Standard,D32as_v6,GeneralPurpose,Dav6,32,128,6,AMD
Standard_D32as_v7,Standard,D32as_v7,GeneralPurpose,Dasv7,32,128,7,AMD
Standard_D32a_v4,Standard,D32a_v4,GeneralPurpose,DAv4,32,128,4,AMD
Standard_D32ds_v4,Standard,D32ds_v4,GeneralPurpose,DDSv4,32,128,4,Intel
Standard_D32ds_v5,Standard,D32ds_v5,GeneralPurpose,DDSv5,32,128,5,Intel
Standard_D32ds_v6,Standard,D32ds_v6,GeneralPurpose,Ddsv6,32,128,6,Intel
Standard_D32ds_v7,Standard,D32ds_v7,GeneralPurpose,Ddsv7,32,128,7,Intel
Standard_D32d_v4,Standard,D32d_v4,GeneralPurpose,DDv4,32,128,4,Intel
Standard_D32d_v5,Standard,D32d_v5,GeneralPurpose,DDv5,32,128,5,Intel
Standard_D32lds_v5,Standard,D32lds_v5,GeneralPurpose,DLDSv5,32,64,5,Intel
Standard_D32lds_v6,Standard,D32lds_v6,GeneralPurpose,Dldsv6,32,64,6,Intel
Standard_D32lds_v7,Standard,D32lds_v7,GeneralPurpose,Dldsv7,32,64,7,Intel
Standard_D32ls_v5,Standard,D32ls_v5,GeneralPurpose,DLSv5,32,64,5,Intel
Standard_D32ls_v6,Standard,D32ls_v6,GeneralPurpose,Dlsv6,32,64,6,Intel
Standard_D32ls_v7,Standard,D32ls_v7,GeneralPurpose,Dlsv7,32,64,7,Intel
Standard_D32pds_v5,Standard,D32pds_v5,GeneralPurpose,DPDSv5,32,128,5,ARM
Standard_D32pds_v6,Standard,D32pds_v6,GeneralPurpose,Dpdsv6,32,128,6,ARM
Standard_D32plds_v5,Standard,D32plds_v5,GeneralPurpose,DPLDSv5,32,64,5,ARM
Standard_D32plds_v6,Standard,D32plds_v6,GeneralPurpose,Dpldsv6,32,64,6,ARM
Standard_D32pls_v5,Standard,D32pls_v5,GeneralPurpose,DPLSv5,32,64,5,ARM
Standard_D32pls_v6,Standard,D32pls_v6,GeneralPurpose,Dplsv6,32,64,6,ARM
Standard_D32ps_v5,Standard,D32ps_v5,GeneralPurpose,DPSv5,32,128,5,ARM
Standard_D32ps_v6,Standard,D32ps_v6,GeneralPurpose,Dpsv6,32,128,6,ARM
Standard_D32s_v3,Standard,D32s_v3,GeneralPurpose,DSv3,32,128,3,Intel
Standard_D32s_v4,Standard,D32s_v4,GeneralPurpose,DSv4,32,128,4,Intel
Standard_D32s_v5,Standard,D32s_v5,GeneralPurpose,DSv5,32,128,5,Intel
Standard_D32s_v6,Standard,D32s_v6,GeneralPurpose,Dsv6,32,128,6,Intel
Standard_D32s_v7,Standard,D32s_v7,GeneralPurpose,Dsv7,32,128,7,Intel
Standard_D32_v3,Standard,D32_v3,GeneralPurpose,Dv3,32,128,3,Intel
Standard_D32_v4,Standard,D32_v4,GeneralPurpose,Dv4,32,128,4,Intel
Standard_D32_v5,Standard,D32_v5,GeneralPurpose,Dv5,32,128,5,Intel
Standard_DC32ads_cc_v5,Standard,DC32ads_cc_v5,GeneralPurposeConfidential,DCADCCV5,32,128,5,AMD
Standard_DC32ads_v5,Standard,DC32ads_v5,GeneralPurposeConfidential,DCADSv5,32,128,5,AMD
Standard_DC32ads_v6,Standard,DC32ads_v6,GeneralPurposeConfidential,DCadsv6,32,128,6,AMD
Standard_DC32as_cc_v5,Standard,DC32as_cc_v5,GeneralPurposeConfidential,DCACCV5,32,128,5,AMD
Standard_DC32as_v5,Standard,DC32as_v5,GeneralPurposeConfidential,DCASv5,32,128,5,AMD
Standard_DC32as_v6,Standard,DC32as_v6,GeneralPurposeConfidential,DCasv6,32,128,6,AMD
Standard_DC32ds_v3,Standard,DC32ds_v3,GeneralPurpose,DDCSv3,32,256,3,Intel
Standard_DC32s_v3,Standard,DC32s_v3,GeneralPurposeConfidential,DCSv3,32,256,3,Intel
Standard_E32-16ads_v5,Standard,E32-16ads_v5,MemoryOptimized,EADSv5,32,256,5,AMD
Standard_E32-16ads_v7,Standard,E32-16ads_v7,MemoryOptimized,Eadsv7,32,256,7,AMD
Standard_E32-16as_v4,Standard,E32-16as_v4,MemoryOptimized,EASv4,32,256,4,AMD
Standard_E32-16as_v5,Standard,E32-16as_v5,MemoryOptimized,EASv5,32,256,5,AMD
Standard_E32-16as_v7,Standard,E32-16as_v7,MemoryOptimized,Easv7,32,256,7,AMD
Standard_E32-16ds_v4,Standard,E32-16ds_v4,MemoryOptimized,EDSv4,32,256,4,Intel
Standard_E32-16ds_v5,Standard,E32-16ds_v5,MemoryOptimized,EDSv5,32,256,5,Intel
Standard_E32-16ds_v6,Standard,E32-16ds_v6,MemoryOptimized,Edsv6,32,256,6,Intel
Standard_E32-16s_v3,Standard,E32-16s_v3,MemoryOptimized,ESv3,32,256,3,Intel
Standard_E32-16s_v4,Standard,E32-16s_v4,MemoryOptimized,ESv4,32,256,4,Intel
Standard_E32-16s_v5,Standard,E32-16s_v5,MemoryOptimized,ESv5,32,256,5,Intel
Standard_E32-16s_v6,Standard,E32-16s_v6,MemoryOptimized,Esv6,32,256,6,Intel
Standard_E32-8ads_v5,Standard,E32-8ads_v5,MemoryOptimized,EADSv5,32,256,5,AMD
Standard_E32-8ads_v7,Standard,E32-8ads_v7,MemoryOptimized,Eadsv7,32,256,7,AMD
Standard_E32-8as_v4,Standard,E32-8as_v4,MemoryOptimized,EASv4,32,256,4,AMD
Standard_E32-8as_v5,Standard,E32-8as_v5,MemoryOptimized,EASv5,32,256,5,AMD
Standard_E32-8as_v7,Standard,E32-8as_v7,MemoryOptimized,Easv7,32,256,7,AMD
Standard_E32-8ds_v4,Standard,E32-8ds_v4,MemoryOptimized,EDSv4,32,256,4,Intel
Standard_E32-8ds_v5,Standard,E32-8ds_v5,MemoryOptimized,EDSv5,32,256,5,Intel
Standard_E32-8ds_v6,Standard,E32-8ds_v6,MemoryOptimized,Edsv6,32,256,6,Intel
Standard_E32-8s_v3,Standard,E32-8s_v3,MemoryOptimized,ESv3,32,256,3,Intel
Standard_E32-8s_v4,Standard,E32-8s_v4,MemoryOptimized,ESv4,32,256,4,Intel
Standard_E32-8s_v5,Standard,E32-8s_v5,MemoryOptimized,ESv5,32,256,5,Intel
Standard_E32-8s_v6,Standard,E32-8s_v6,MemoryOptimized,Esv6,32,256,6,Intel
Standard_E32ads_v5,Standard,E32ads_v5,MemoryOptimized,EADSv5,32,256,5,AMD
Standard_E32ads_v6,Standard,E32ads_v6,MemoryOptimized,Eadv6,32,256,6,AMD
Standard_E32ads_v7,Standard,E32ads_v7,MemoryOptimized,Eadsv7,32,256,7,AMD
Standard_E32as_v4,Standard,E32as_v4,MemoryOptimized,EASv4,32,256,4,AMD
Standard_E32as_v5,Standard,E32as_v5,MemoryOptimized,EASv5,32,256,5,AMD
Standard_E32as_v6,Standard,E32as_v6,MemoryOptimized,Eav6,32,256,6,AMD
Standard_E32as_v7,Standard,E32as_v7,MemoryOptimized,Easv7,32,256,7,AMD
Standard_E32a_v4,Standard,E32a_v4,MemoryOptimized,EAv4,32,256,4,AMD
Standard_E32bds_v5,Standard,E32bds_v5,MemoryOptimized,EBDSv5,32,256,5,Intel
Standard_E32bs_v5,Standard,E32bs_v5,MemoryOptimized,EBSv5,32,256,5,Intel
Standard_E32ds_v4,Standard,E32ds_v4,MemoryOptimized,EDSv4,32,256,4,Intel
Standard_E32ds_v5,Standard,E32ds_v5,MemoryOptimized,EDSv5,32,256,5,Intel
Standard_E32ds_v6,Standard,E32ds_v6,MemoryOptimized,Edsv6,32,256,6,Intel
Standard_E32ds_v7,Standard,E32ds_v7,MemoryOptimized,Edsv7,32,256,7,Intel
Standard_E32d_v4,Standard,E32d_v4,MemoryOptimized,EDv4,32,256,4,Intel
Standard_E32d_v5,Standard,E32d_v5,MemoryOptimized,EDv5,32,256,5,Intel
Standard_E32pds_v5,Standard,E32pds_v5,MemoryOptimized,EPDSv5,32,208,5,ARM
Standard_E32pds_v6,Standard,E32pds_v6,MemoryOptimized,Epdsv6,32,256,6,ARM
Standard_E32ps_v5,Standard,E32ps_v5,MemoryOptimized,EPSv5,32,208,5,ARM
Standard_E32ps_v6,Standard,E32ps_v6,MemoryOptimized,Epsv6,32,256,6,ARM
Standard_E32s_v3,Standard,E32s_v3,MemoryOptimized,ESv3,32,256,3,Intel
Standard_E32s_v4,Standard,E32s_v4,MemoryOptimized,ESv4,32,256,4,Intel
Standard_E32s_v5,Standard,E32s_v5,MemoryOptimized,ESv5,32,256,5,Intel
Standard_E32s_v6,Standard,E32s_v6,MemoryOptimized,Esv6,32,256,6,Intel
Standard_E32s_v7,Standard,E32s_v7,MemoryOptimized,Esv7,32,256,7,Intel
Standard_E32_v3,Standard,E32_v3,MemoryOptimized,Ev3,32,256,3,Intel
Standard_E32_v4,Standard,E32_v4,MemoryOptimized,Ev4,32,256,4,Intel
Standard_E32_v5,Standard,E32_v5,MemoryOptimized,Ev5,32,256,5,Intel
Standard_EC32ads_cc_v5,Standard,EC32ads_cc_v5,MemoryOptimizedConfidential,ECADCCV5,32,192,5,AMD
Standard_EC32ads_v5,Standard,EC32ads_v5,MemoryOptimizedConfidential,ECADSv5,32,192,5,AMD
Standard_EC32ads_v6,Standard,EC32ads_v6,MemoryOptimizedConfidential,ECadsv6,32,256,6,AMD
Standard_EC32as_cc_v5,Standard,EC32as_cc_v5,MemoryOptimizedConfidential,ECACCV5,32,192,5,AMD
Standard_EC32as_v5,Standard,EC32as_v5,MemoryOptimizedConfidential,ECASv5,32,192,5,AMD
Standard_EC32as_v6,Standard,EC32as_v6,MemoryOptimizedConfidential,ECasv6,32,256,6,AMD
Standard_F32-16amds_v7,Standard,F32-16amds_v7,ComputeOptimized,Famdsv7,32,256,7,AMD
Standard_F32-16ams_v7,Standard,F32-16ams_v7,ComputeOptimized,Famsv7,32,256,7,AMD
Standard_F32-8amds_v7,Standard,F32-8amds_v7,ComputeOptimized,Famdsv7,32,256,7,AMD
Standard_F32-8ams_v7,Standard,F32-8ams_v7,ComputeOptimized,Famsv7,32,256,7,AMD
Standard_F32ads_v7,Standard,F32ads_v7,ComputeOptimized,Fadsv7,32,128,7,AMD
Standard_F32alds_v7,Standard,F32alds_v7,ComputeOptimized,Faldsv7,32,64,7,AMD
Standard_F32als_v6,Standard,F32als_v6,ComputeOptimized,Falsv6,32,64,6,AMD
Standard_F32als_v7,Standard,F32als_v7,ComputeOptimized,Falsv7,32,64,7,AMD
Standard_F32amds_v7,Standard,F32amds_v7,ComputeOptimized,Famdsv7,32,256,7,AMD
Standard_F32ams_v6,Standard,F32ams_v6,ComputeOptimized,Famsv6,32,256,6,AMD
Standard_F32ams_v7,Standard,F32ams_v7,ComputeOptimized,Famsv7,32,256,7,AMD
Standard_F32as_v6,Standard,F32as_v6,ComputeOptimized,Fasv6,32,128,6,AMD
Standard_F32as_v7,Standard,F32as_v7,ComputeOptimized,Fasv7,32,128,7,AMD
Standard_F32s_v2,Standard,F32s_v2,ComputeOptimized,FSv2,32,64,2,Intel
Standard_FX32-16mds_v2,Standard,FX32-16mds_v2,ComputeOptimized,FXmdsv2,32,672,2,Intel
Standard_FX32-16ms_v2,Standard,FX32-16ms_v2,ComputeOptimized,FXmsv2,32,672,2,Intel
Standard_FX32-8mds_v2,Standard,FX32-8mds_v2,ComputeOptimized,FXmdsv2,32,672,2,Intel
Standard_FX32-8ms_v2,Standard,FX32-8ms_v2,ComputeOptimized,FXmsv2,32,672,2,Intel
Standard_FX32mds_v2,Standard,FX32mds_v2,ComputeOptimized,FXmdsv2,32,672,2,Intel
Standard_FX32ms_v2,Standard,FX32ms_v2,ComputeOptimized,FXmsv2,32,672,2,Intel
Standard_L32aos_v4,Standard,L32aos_v4,StorageOptimized,Laosv4,32,256,4,AMD
Standard_L32as_v3,Standard,L32as_v3,StorageOptimized,LASv3,32,256,3,AMD
Standard_L32as_v4,Standard,L32as_v4,StorageOptimized,Lasv4,32,256,4,AMD
Standard_L32s_v2,Standard,L32s_v2,StorageOptimized,LSv2,32,256,2,Intel
Standard_L32s_v3,Standard,L32s_v3,StorageOptimized,LSv3,32,256,3,Intel
Standard_L32s_v4,Standard,L32s_v4,StorageOptimized,Lsv4,32,256,4,Intel
Standard_M32-16ms,Standard,M32-16ms,MemoryOptimized,MS,32,875,1,Intel
Standard_M32-8ms,Standard,M32-8ms,MemoryOptimized,MS,32,875,1,Intel
Standard_M32bds_v3,Standard,M32bds_v3,MemoryOptimized,MBDSv3,32,256,3,Intel
Standard_M32bs_v3,Standard,M32bs_v3,MemoryOptimized,MBSv3,32,256,3,Intel
Standard_M32dms_v2,Standard,M32dms_v2,MemoryOptimized,MDSv2,32,875,2,Intel
Standard_M32ls,Standard,M32ls,MemoryOptimized,MS,32,256,1,Intel
Standard_M32ms,Standard,M32ms,MemoryOptimized,MS,32,875,1,Intel
Standard_M32ms_v2,Standard,M32ms_v2,MemoryOptimized,MSv2,32,875,2,Intel
Standard_M32ts,Standard,M32ts,MemoryOptimized,MS,32,192,1,Intel
Standard_NV32as_v4,Standard,NV32as_v4,GraphicsOptimized,NVv4,32,112,4,AMD
Standard_FX36mds,Standard,FX36mds,ComputeOptimized,FXMDVS,36,756,1,Intel
Standard_NV36adms_A10_v5,Standard,NV36adms_A10_v5,GPU,NVadsA10 v5,36,880,5,AMD
Standard_NV36ads_A10_v5,Standard,NV36ads_A10_v5,GPU,NVadsA10 v5,36,440,5,AMD
Standard_NC40ads_H100_v5,Standard,NC40ads_H100_v5,GPU,NCads H100 v5,40,320,5,AMD
Standard_ND40rs_v2,Standard,ND40rs_v2,GPU,NDv2,40,672,2,Intel
Standard_NP40s,Standard,NP40s,FPGAInstances,NPS,40,672,1,Intel
Standard_HC44-16rs,Standard,HC44-16rs,HighPerformanceCompute,HCS,44,352,1,Intel
Standard_HC44-32rs,Standard,HC44-32rs,HighPerformanceCompute,HCS,44,352,1,Intel
Standard_HC44rs,Standard,HC44rs,HighPerformanceCompute,HCS,44,352,1,Intel
Standard_D48ads_v5,Standard,D48ads_v5,GeneralPurpose,DADSv5,48,192,5,AMD
Standard_D48ads_v6,Standard,D48ads_v6,GeneralPurpose,Dadv6,48,192,6,AMD
Standard_D48ads_v7,Standard,D48ads_v7,GeneralPurpose,Dadsv7,48,192,7,AMD
Standard_D48alds_v6,Standard,D48alds_v6,GeneralPurpose,Daldv6,48,96,6,AMD
Standard_D48alds_v7,Standard,D48alds_v7,GeneralPurpose,Daldsv7,48,96,7,AMD
Standard_D48als_v6,Standard,D48als_v6,GeneralPurpose,Dalv6,48,96,6,AMD
Standard_D48als_v7,Standard,D48als_v7,GeneralPurpose,Dalsv7,48,96,7,AMD
Standard_D48as_v4,Standard,D48as_v4,GeneralPurpose,DASv4,48,192,4,AMD
Standard_D48as_v5,Standard,D48as_v5,GeneralPurpose,DASv5,48,192,5,AMD
Standard_D48as_v6,Standard,D48as_v6,GeneralPurpose,Dav6,48,192,6,AMD
Standard_D48as_v7,Standard,D48as_v7,GeneralPurpose,Dasv7,48,192,7,AMD
Standard_D48a_v4,Standard,D48a_v4,GeneralPurpose,DAv4,48,192,4,AMD
Standard_D48ds_v4,Standard,D48ds_v4,GeneralPurpose,DDSv4,48,192,4,Intel
Standard_D48ds_v5,Standard,D48ds_v5,GeneralPurpose,DDSv5,48,192,5,Intel
Standard_D48ds_v6,Standard,D48ds_v6,GeneralPurpose,Ddsv6,48,192,6,Intel
Standard_D48ds_v7,Standard,D48ds_v7,GeneralPurpose,Ddsv7,48,192,7,Intel
Standard_D48d_v4,Standard,D48d_v4,GeneralPurpose,DDv4,48,192,4,Intel
Standard_D48d_v5,Standard,D48d_v5,GeneralPurpose,DDv5,48,192,5,Intel
Standard_D48lds_v5,Standard,D48lds_v5,GeneralPurpose,DLDSv5,48,96,5,Intel
Standard_D48lds_v6,Standard,D48lds_v6,GeneralPurpose,Dldsv6,48,96,6,Intel
Standard_D48lds_v7,Standard,D48lds_v7,GeneralPurpose,Dldsv7,48,96,7,Intel
Standard_D48ls_v5,Standard,D48ls_v5,GeneralPurpose,DLSv5,48,96,5,Intel
Standard_D48ls_v6,Standard,D48ls_v6,GeneralPurpose,Dlsv6,48,96,6,Intel
Standard_D48ls_v7,Standard,D48ls_v7,GeneralPurpose,Dlsv7,48,96,7,Intel
Standard_D48pds_v5,Standard,D48pds_v5,GeneralPurpose,DPDSv5,48,192,5,ARM
Standard_D48pds_v6,Standard,D48pds_v6,GeneralPurpose,Dpdsv6,48,192,6,ARM
Standard_D48plds_v5,Standard,D48plds_v5,GeneralPurpose,DPLDSv5,48,96,5,ARM
Standard_D48plds_v6,Standard,D48plds_v6,GeneralPurpose,Dpldsv6,48,96,6,ARM
Standard_D48pls_v5,Standard,D48pls_v5,GeneralPurpose,DPLSv5,48,96,5,ARM
Standard_D48pls_v6,Standard,D48pls_v6,GeneralPurpose,Dplsv6,48,96,6,ARM
Standard_D48ps_v5,Standard,D48ps_v5,GeneralPurpose,DPSv5,48,192,5,ARM
Standard_D48ps_v6,Standard,D48ps_v6,GeneralPurpose,Dpsv6,48,192,6,ARM
Standard_D48s_v3,Standard,D48s_v3,GeneralPurpose,DSv3,48,192,3,Intel
Standard_D48s_v4,Standard,D48s_v4,GeneralPurpose,DSv4,48,192,4,Intel
Standard_D48s_v5,Standard,D48s_v5,GeneralPurpose,DSv5,48,192,5,Intel
Standard_D48s_v6,Standard,D48s_v6,GeneralPurpose,Dsv6,48,192,6,Intel
Standard_D48s_v7,Standard,D48s_v7,GeneralPurpose,Dsv7,48,192,7,Intel
Standard_D48_v3,Standard,D48_v3,GeneralPurpose,Dv3,48,192,3,Intel
Standard_D48_v4,Standard,D48_v4,GeneralPurpose,Dv4,48,192,4,Intel
Standard_D48_v5,Standard,D48_v5,GeneralPurpose,Dv5,48,192,5,Intel
Standard_DC48ads_cc_v5,Standard,DC48ads_cc_v5,GeneralPurposeConfidential,DCADCCV5,48,192,5,AMD
Standard_DC48ads_v5,Standard,DC48ads_v5,GeneralPurposeConfidential,DCADSv5,48,192,5,AMD
Standard_DC48ads_v6,Standard,DC48ads_v6,GeneralPurposeConfidential,DCadsv6,48,192,6,AMD
Standard_DC48as_cc_v5,Standard,DC48as_cc_v5,GeneralPurposeConfidential,DCACCV5,48,192,5,AMD
Standard_DC48as_v5,Standard,DC48as_v5,GeneralPurposeConfidential,DCASv5,48,192,5,AMD
Standard_DC48as_v6,Standard,DC48as_v6,GeneralPurposeConfidential,DCasv6,48,192,6,AMD
Standard_DC48ds_v3,Standard,DC48ds_v3,GeneralPurpose,DDCSv3,48,384,3,Intel
Standard_DC48s_v3,Standard,DC48s_v3,GeneralPurposeConfidential,DCSv3,48,384,3,Intel
Standard_E48ads_v5,Standard,E48ads_v5,MemoryOptimized,EADSv5,48,384,5,AMD
Standard_E48ads_v6,Standard,E48ads_v6,MemoryOptimized,Eadv6,48,384,6,AMD
Standard_E48ads_v7,Standard,E48ads_v7,MemoryOptimized,Eadsv7,48,384,7,AMD
Standard_E48as_v4,Standard,E48as_v4,MemoryOptimized,EASv4,48,384,4,AMD
Standard_E48as_v5,Standard,E48as_v5,MemoryOptimized,EASv5,48,384,5,AMD
Standard_E48as_v6,Standard,E48as_v6,MemoryOptimized,Eav6,48,384,6,AMD
Standard_E48as_v7,Standard,E48as_v7,MemoryOptimized,Easv7,48,384,7,AMD
Standard_E48a_v4,Standard,E48a_v4,MemoryOptimized,EAv4,48,384,4,AMD
Standard_E48bds_v5,Standard,E48bds_v5,MemoryOptimized,EBDSv5,48,384,5,Intel
Standard_E48bs_v5,Standard,E48bs_v5,MemoryOptimized,EBSv5,48,384,5,Intel
Standard_E48ds_v4,Standard,E48ds_v4,MemoryOptimized,EDSv4,48,384,4,Intel
Standard_E48ds_v5,Standard,E48ds_v5,MemoryOptimized,EDSv5,48,384,5,Intel
Standard_E48ds_v6,Standard,E48ds_v6,MemoryOptimized,Edsv6,48,384,6,Intel
Standard_E48ds_v7,Standard,E48ds_v7,MemoryOptimized,Edsv7,48,384,7,Intel
Standard_E48d_v4,Standard,E48d_v4,MemoryOptimized,EDv4,48,384,4,Intel
Standard_E48d_v5,Standard,E48d_v5,MemoryOptimized,EDv5,48,384,5,Intel
Standard_E48pds_v6,Standard,E48pds_v6,MemoryOptimized,Epdsv6,48,384,6,ARM
Standard_E48ps_v6,Standard,E48ps_v6,MemoryOptimized,Epsv6,48,384,6,ARM
Standard_E48s_v3,Standard,E48s_v3,MemoryOptimized,ESv3,48,384,3,Intel
Standard_E48s_v4,Standard,E48s_v4,MemoryOptimized,ESv4,48,384,4,Intel
Standard_E48s_v5,Standard,E48s_v5,MemoryOptimized,ESv5,48,384,5,Intel
Standard_E48s_v6,Standard,E48s_v6,MemoryOptimized,Esv6,48,384,6,Intel
Standard_E48s_v7,Standard,E48s_v7,MemoryOptimized,Esv7,48,384,7,Intel
Standard_E48_v3,Standard,E48_v3,MemoryOptimized,Ev3,48,384,3,Intel
Standard_E48_v4,Standard,E48_v4,MemoryOptimized,Ev4,48,384,4,Intel
Standard_E48_v5,Standard,E48_v5,MemoryOptimized,Ev5,48,384,5,Intel
Standard_EC48ads_cc_v5,Standard,EC48ads_cc_v5,MemoryOptimizedConfidential,ECADCCV5,48,384,5,AMD
Standard_EC48ads_v5,Standard,EC48ads_v5,MemoryOptimizedConfidential,ECADSv5,48,384,5,AMD
Standard_EC48ads_v6,Standard,EC48ads_v6,MemoryOptimizedConfidential,ECadsv6,48,384,6,AMD
Standard_EC48as_cc_v5,Standard,EC48as_cc_v5,MemoryOptimizedConfidential,ECACCV5,48,384,5,AMD
Standard_EC48as_v5,Standard,EC48as_v5,MemoryOptimizedConfidential,ECASv5,48,384,5,AMD
Standard_EC48as_v6,Standard,EC48as_v6,MemoryOptimizedConfidential,ECasv6,48,384,6,AMD
Standard_F48ads_v7,Standard,F48ads_v7,ComputeOptimized,Fadsv7,48,192,7,AMD
Standard_F48alds_v7,Standard,F48alds_v7,ComputeOptimized,Faldsv7,48,96,7,AMD
Standard_F48als_v6,Standard,F48als_v6,ComputeOptimized,Falsv6,48,96,6,AMD
Standard_F48als_v7,Standard,F48als_v7,ComputeOptimized,Falsv7,48,96,7,AMD
Standard_F48amds_v7,Standard,F48amds_v7,ComputeOptimized,Famdsv7,48,384,7,AMD
Standard_F48ams_v6,Standard,F48ams_v6,ComputeOptimized,Famsv6,48,384,6,AMD
Standard_F48ams_v7,Standard,F48ams_v7,ComputeOptimized,Famsv7,48,384,7,AMD
Standard_F48as_v6,Standard,F48as_v6,ComputeOptimized,Fasv6,48,192,6,AMD
Standard_F48as_v7,Standard,F48as_v7,ComputeOptimized,Fasv7,48,192,7,AMD
Standard_F48s_v2,Standard,F48s_v2,ComputeOptimized,FSv2,48,96,2,Intel
Standard_FX48-12mds_v2,Standard,FX48-12mds_v2,ComputeOptimized,FXmdsv2,48,1008,2,Intel
Standard_FX48-12ms_v2,Standard,FX48-12ms_v2,ComputeOptimized,FXmsv2,48,1008,2,Intel
Standard_FX48-24mds_v2,Standard,FX48-24mds_v2,ComputeOptimized,FXmdsv2,48,1008,2,Intel
Standard_FX48-24ms_v2,Standard,FX48-24ms_v2,ComputeOptimized,FXmsv2,48,1008,2,Intel
Standard_FX48mds,Standard,FX48mds,ComputeOptimized,FXMDVS,48,1008,1,Intel
Standard_FX48mds_v2,Standard,FX48mds_v2,ComputeOptimized,FXmdsv2,48,1008,2,Intel
Standard_FX48ms_v2,Standard,FX48ms_v2,ComputeOptimized,FXmsv2,48,1008,2,Intel
Standard_L48as_v3,Standard,L48as_v3,StorageOptimized,LASv3,48,384,3,AMD
Standard_L48as_v4,Standard,L48as_v4,StorageOptimized,Lasv4,48,384,4,AMD
Standard_L48s_v2,Standard,L48s_v2,StorageOptimized,LSv2,48,384,2,Intel
Standard_L48s_v3,Standard,L48s_v3,StorageOptimized,LSv3,48,384,3,Intel
Standard_L48s_v4,Standard,L48s_v4,StorageOptimized,Lsv4,48,384,4,Intel
Standard_M48bds_v3,Standard,M48bds_v3,MemoryOptimized,MBDSv3,48,384,3,Intel
Standard_M48bs_v3,Standard,M48bs_v3,MemoryOptimized,MBSv3,48,384,3,Intel
Standard_M48ds_1_v3,Standard,M48ds_1_v3,MemoryOptimized,MDSv3,48,974,3,Intel
Standard_M48s_1_v3,Standard,M48s_1_v3,MemoryOptimized,MSv3,48,974,3,Intel
Standard_NC48ads_A100_v4,Standard,NC48ads_A100_v4,GPU,NC A100 v4,48,440,4,AMD
Standard_NV48s_v3,Standard,NV48s_v3,GraphicsOptimized,NVv3,48,448,3,Intel
Standard_D64ads_v5,Standard,D64ads_v5,GeneralPurpose,DADSv5,64,256,5,AMD
Standard_D64ads_v6,Standard,D64ads_v6,GeneralPurpose,Dadv6,64,256,6,AMD
Standard_D64ads_v7,Standard,D64ads_v7,GeneralPurpose,Dadsv7,64,256,7,AMD
Standard_D64alds_v6,Standard,D64alds_v6,GeneralPurpose,Daldv6,64,128,6,AMD
Standard_D64alds_v7,Standard,D64alds_v7,GeneralPurpose,Daldsv7,64,128,7,AMD
Standard_D64als_v6,Standard,D64als_v6,GeneralPurpose,Dalv6,64,128,6,AMD
Standard_D64als_v7,Standard,D64als_v7,GeneralPurpose,Dalsv7,64,128,7,AMD
Standard_D64as_v4,Standard,D64as_v4,GeneralPurpose,DASv4,64,256,4,AMD
Standard_D64as_v5,Standard,D64as_v5,GeneralPurpose,DASv5,64,256,5,AMD
Standard_D64as_v6,Standard,D64as_v6,GeneralPurpose,Dav6,64,256,6,AMD
Standard_D64as_v7,Standard,D64as_v7,GeneralPurpose,Dasv7,64,256,7,AMD
Standard_D64a_v4,Standard,D64a_v4,GeneralPurpose,DAv4,64,256,4,AMD
Standard_D64ds_v4,Standard,D64ds_v4,GeneralPurpose,DDSv4,64,256,4,Intel
Standard_D64ds_v5,Standard,D64ds_v5,GeneralPurpose,DDSv5,64,256,5,Intel
Standard_D64ds_v6,Standard,D64ds_v6,GeneralPurpose,Ddsv6,64,256,6,Intel
Standard_D64ds_v7,Standard,D64ds_v7,GeneralPurpose,Ddsv7,64,256,7,Intel
Standard_D64d_v4,Standard,D64d_v4,GeneralPurpose,DDv4,64,256,4,Intel
Standard_D64d_v5,Standard,D64d_v5,GeneralPurpose,DDv5,64,256,5,Intel
Standard_D64lds_v5,Standard,D64lds_v5,GeneralPurpose,DLDSv5,64,128,5,Intel
Standard_D64lds_v6,Standard,D64lds_v6,GeneralPurpose,Dldsv6,64,128,6,Intel
Standard_D64lds_v7,Standard,D64lds_v7,GeneralPurpose,Dldsv7,64,128,7,Intel
